Record,Site_ID,Lat_Field,Long_Field,DRNAREA_mi2,Stream_name,Period,Region,Climate Class,Original Site,Class_actual,Class_nominal,Class_OSDAM,Class_final,Class_comb,SI_macro,SI_amph,SI_fish,Date,Time_tot,B&B,Structure,Texture,Erosion,Deposition,Sinuosity,Headcuts,GW,Springs,Leaflitter,Debris,Redox,Wetl_pl_M09,Roots,Mosses,Bacteria,Macro_M08,Macro_M09,Amph_M08,Amph_M09,Fish,Lichen,Riparian,Tot_geo_M09,Tot_hyd,Tot_bio_M09,Tot_all_M09,Width,Length,Slope_v,Slope_t,%Bedrock,SW_char,%SF,%SF_hyp,Pools,Q,Temp,Conduct,Thalwag,Straight,Ratio,Bends,Trichop,Hemip,Coleop,Decap,Ephem,Plecop,Basom,Odon,Other_macro,Macro_M09b,Macro_ind,Amph_ind,Wtl_pl_ind,Wet_hole,Dry_hole,Condition,Condition_2,Macro_present,Wtl_pl_present,Ephem_present,Per_macro_present,Slope_16,Slope_10_5
630,131,45.19466,-122.19229,0.17,Unnamed trib to Clackamas River,F08,OR_w,V,Y,I,P,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.13,45.3,VNA,25,VNA,No observable surface flow but at least one pool present,0,VNA,1,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
631,133,43.61143,-122.11526,0.46,Unnamed trib to Salt Creek,F08,OR_w,V,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/3/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.5,60,VNA,NR,VNA,Continuous surface flow,100,VNA,NA,0.422574866,5.5,32,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
632,136,44.39264,-122.17999,0.08,Unnamed trib to Snow Creek,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/5/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.26,50.6,VNA,47,VNA,Continuous surface flow,100,VNA,NA,0,8.7,22.8,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
633,137,45.08608,-122.05639,0.06,Unnamed trib to Clackamas River,F08,OR_w,V,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,21,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
634,141,44.40413,-122.31182,64,Unnamed trib to South Santiam River,F08,OR_w,V,Y,E,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.2,48,VNA,35,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
635,142,44.40272,-122.32603,0.08,Unnamed trib to South Santiam River,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.2,36,VNA,12,VNA,Continuous surface flow,100,VNA,NA,0,12.2,46.7,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
636,143,44.72705,-122.25266,29.4,Unnamed trib to North Santiam River,F08,OR_w,V,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/5/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.8,32,VNA,52,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
637,147,43.61868,-122.08362,0.05,Unnamed trib to Salt Creek,F08,OR_w,V,N,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/3/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.93,37.2,VNA,11,VNA,Surface flow present but not continuous,80,VNA,NA,0,6.7,45.1,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
638,153,43.79659,-122.56046,0.07,Unnamed trib to Middle Fork Willamette River,F08,OR_w,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/3/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.3,42,VNA,14,VNA,Surface flow present but not continuous,90,VNA,NA,0,12.2,40.2,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
639,160,44.4151,-122.03959,0.12,Unnamed trib to Hackleman Creek,F08,OR_w,V,Y,E,E,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.73,30,VNA,15,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
640,176,44.40307,-122.08722,0.08,Unnamed trib to Hackleman Creek,F08,OR_w,V,Y,E,P,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.45,58,VNA,15,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
641,182,45.05848,-123.67855,0.1,Unnamed trib to Rogue River,F08,OR_w,V,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/11/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.1,44,VNA,NR,VNA,Surface flow present but not continuous,90,VNA,NA,0,11.6,47.6,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
642,184,43.61834,-122.08235,0.82,Unnamed trib to Salt Creek,F08,OR_w,V,Y,I,E,VNA,VNA,VNA,VNA,VNA,VNA,9/3/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.68,30,VNA,22,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
643,185,45.17457,-122.16239,0.04,Unnamed trib to Clackamas River,F08,OR_w,V,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/4/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.25,30,VNA,44,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
644,193,44.65164,-121.94846,0.07,Unnamed trib to North Santiam River,F08,OR_w,V,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/9/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,8,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
645,199,43.62942,-122.35194,0.44,Unnamed trib to Juniper Creek,F08,OR_w,W,N,P,E,VNA,VNA,VNA,VNA,VNA,VNA,9/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,3,VNA,Surface flow present but not continuous,3,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
646,201,43.64912,-122.42476,0.15,Unnamed trib to Middle Fork Willamette River,F08,OR_w,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/17/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.77,70.7,VNA,18,VNA,No observable surface flow but at least one pool present,18,VNA,4,0,12.1,141.9,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
647,204,43.66168,-123.12519,0.3,Unnamed trib to Numbers Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,10/15/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.16,46,VNA,6,VNA,Continuous surface flow,100,VNA,NA,0.00630426,7.9,19.3,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
648,211,43.68937,-122.41305,0.2,Unnamed trib to Middle Fork Willamette River,F08,OR_w,W,N,I,I,VNA,VNA,VNA,VNA,VNA,VNA,9/17/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.97,78.7,VNA,11,VNA,Surface flow present but not continuous,2,VNA,NA,0,12.9,1107,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
649,213,43.69535,-122.93059,0.25,Unnamed trib to Blue Creek,F08,OR_w,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/15/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,37,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
650,222,43.75988,-122.93753,0.12,Unnamed trib to Row River,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,10/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.73,30,VNA,13,VNA,Surface flow present but not continuous,95,VNA,NA,0,8.8,55.9,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
651,224,43.79201,-123.13286,0.64,Unnamed trib to Barrett Creek,F08,OR_w,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,10/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,NR,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
652,227,43.81263,-122.72755,0.65,Unnamed trib to lost creek,F08,OR_w,W,N,E,E,VNA,VNA,VNA,VNA,VNA,VNA,10/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.5,30,VNA,55,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
653,229,43.82755,-122.74614,0.04,Unnamed trib to lost creek,F08,OR_w,W,N,I,P,VNA,VNA,VNA,VNA,VNA,VNA,10/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.95,38,VNA,10,VNA,Continuous surface flow,100,VNA,NA,0,10.2,63.5,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
654,233,43.85648,-122.70171,0.04,Unnamed trib to Middle Fork Willamette River,F08,OR_w,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,10/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.53,30,VNA,18,VNA,Continuous surface flow,100,VNA,NA,0,9.8,0.4,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
655,238,43.86297,-122.68497,0.46,Fern Creek,F08,OR_w,W,Y,I,P,VNA,VNA,VNA,VNA,VNA,VNA,10/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.46,58,VNA,3,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
656,243,43.89115,-123.19679,0.13,Unnamed trib to Ham Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,10/13/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.06,42,VNA,15,VNA,Continuous surface flow,100,VNA,NA,0,7.8,84.5,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
657,255,43.97129,-122.54663,0.08,Unnamed trib to Fall Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,10/10/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,21,VNA,Continuous surface flow,100,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
658,256,43.99417,-122.59685,0.12,Unnamed trib to N.F. Fall Creek,F08,OR_w,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,10/10/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.65,30,VNA,9,VNA,Surface flow present but not continuous,90,VNA,NA,0.000149707,8.3,16.7,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
659,277,44.23479,-123.40114,0.67,South Fork Ferguson Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/18/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.96,78.7,VNA,4,VNA,Continuous surface flow,100,VNA,NA,0.089341278,11.8,70.7,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
660,290,44.24905,-123.4203,0.42,Davidson Creek,F08,OR_w,W,Y,I,P,VNA,VNA,VNA,VNA,VNA,VNA,9/18/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.4,30,VNA,27,VNA,Surface flow present but not continuous,50,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
661,291,44.2508,-122.8823,4.47,Unnamed trib to Crooked Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/18/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.7,30,VNA,8,VNA,Surface flow present but not continuous,95,VNA,NA,0,12.5,54.7,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
662,293,44.25167,-122.86263,2.1,Unnamed trib to Seeley Creek,F08,OR_w,W,Y,E,I,VNA,VNA,VNA,VNA,VNA,VNA,9/18/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
663,296,44.26683,-122.87573,3.02,Unnamed trib to Shotgun Creek,F08,OR_w,W,Y,I,P,VNA,VNA,VNA,VNA,VNA,VNA,9/18/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.46,30,VNA,32,VNA,No observable surface flow but at least one pool present,0,VNA,1,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
664,302,44.39506,-123.3236,0.08,Unnamed trib to Muddy Creek,F08,OR_w,W,Y,E,P,VNA,VNA,VNA,VNA,VNA,VNA,9/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0,30,VNA,2,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
665,307,44.64521,-123.27825,0.15,Unnamed trib to Soap Creek,F08,OR_w,W,Y,P,I,VNA,VNA,VNA,VNA,VNA,VNA,9/16/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.96,38.6,VNA,22,VNA,Surface flow present but not continuous,85,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
666,334,45.24968,-122.89248,20.8,Mission Creek,F08,OR_w,W,Y,P,P,VNA,VNA,VNA,VNA,VNA,VNA,9/23/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,3.36,134,VNA,0,VNA,Continuous surface flow,100,VNA,NA,TS,13.3,210.3,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
667,335,45.25155,-122.89331,20.8,Mission Creek,F08,OR_w,W,Y,I,P,VNA,VNA,VNA,VNA,VNA,VNA,9/23/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,1.36,54.6,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
668,336,45.25174,-122.89781,12.2,Mission Creek,F08,OR_w,W,Y,E,P,VNA,VNA,VNA,VNA,VNA,VNA,9/23/2008,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,0.9,36,VNA,1,VNA,Surface water absent,0,VNA,NA,0,NA,NA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA
